,Title,Foreign_Gross,domestic_opening_gross,foreign_market_count,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13,Is_Animation,Is_Family,Is_Horror,Is_Sci-Fi,Is_Fantasy,Is_Romance,imdb_title_id,weighted_average_vote
0,Fantastic Four,178839854,56061504,65,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt0120667,5.7
1,The Lord of the Rings: The Fellowship of the Ring,572390244,47211490,65,19,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0120737,8.8
2,Men in Black II,251400000,52148751,28,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0120912,6.2
3,Star Wars: Episode II - Attack of the Clones,343103230,80027814,63,18,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,tt0121765,6.5
4,Star Wars: Episode III - Revenge of the Sith,488119983,108435841,67,15,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt0121766,7.5
5,Shrek,220104788,42347760,45,19,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0126029,7.8
6,Planet of the Apes,182200000,68532960,13,19,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0133152,5.7
7,Spider-Man,418002176,114844116,83,18,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0145487,7.3
8,Lara Croft: Tomb Raider,143535270,47735743,53,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0146316,5.8
9,Cold Mountain,77377000,14500000,28,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,tt0159365,7.2
10,Jurassic Park III,187608934,50771645,13,19,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0163025,5.9
11,The Sum of All Fears,75014336,31178526,27,18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0164184,6.4
12,The Lord of the Rings: The Return of the King,764425084,72629713,67,17,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0167260,8.9
13,The Lord of the Rings: The Two Towers,600730905,62007528,66,18,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0167261,8.7
14,Bad Boys II,134731112,46522560,26,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0172156,6.6
15,Minority Report,226300000,35677125,28,18,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0181689,7.6
16,Terminator 3: Rise of the Machines,283000000,44041440,27,17,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,tt0181852,6.3
17,Blade II,72661713,32528016,54,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,tt0187738,6.7
18,"Monsters, Inc.",289064814,62577067,20,19,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,tt0198781,8.0
19,Moulin Rouge!,127548423,167540,64,19,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,tt0203009,7.6
20,The Mummy Returns,241261119,68139035,54,19,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0209163,6.3
21,Amélie,140699243,136470,20,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0211915,8.3
22,A.I. Artificial Intelligence,157309863,29352630,14,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,tt0212720,7.2
23,Hannibal,186600000,58003121,7,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0212985,6.8
24,Pearl Harbor,250678391,59078912,9,19,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,tt0213149,6.2
25,Gangs of New York,115960504,9100000,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0217505,7.5
26,Spy Kids,35215179,26546881,6,19,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tt0227538,5.5
27,Atlantis: The Lost Empire,101997253,329011,14,19,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,tt0230011,6.9
28,The Others,113424350,14089952,20,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,tt0230600,7.6
29,The Fast and the Furious,62767584,40089015,15,19,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0232500,6.8
30,The Matrix Reloaded,460271476,91774413,25,17,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,tt0234215,7.2
31,The Mexican,81000000,20108829,7,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,tt0236493,6.1
32,Cats & Dogs,107301977,21707617,11,19,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,tt0239395,5.1
33,Dr. Dolittle 2,63151445,25037039,6,19,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,tt0240462,4.7
34,Ocean's Eleven,267300000,38107822,21,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,tt0240772,7.7
35,Harry Potter and the Sorcerer's Stone,684802149,90294621,22,19,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,tt0241527,7.6
36,The Matrix Revolutions,288030329,48475154,29,17,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,tt0242653,6.8
37,Bridget Jones's Diary,210386368,10733933,15,19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0243155,6.7
38,Stuart Little 2,105000000,15115152,27,18,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0243585,5.5
39,Swordfish,77307444,18145632,13,19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt0244244,6.5
40,Spirited Away,341716432,449839,21,19,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0245429,8.6
41,Die Another Day,271028977,47072040,27,18,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0246460,6.1
42,The Princess Diaries,57086197,22862269,15,19,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,tt0247638,6.3
43,How to Lose a Guy in 10 Days,71689014,23774850,58,17,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0251127,6.4
44,Maid in Manhattan,60895468,18711407,24,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0252076,5.3
45,American Pie 2,142450000,45117985,17,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0252866,6.4
46,Shallow Hal,70230657,22518295,19,19,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,tt0256380,5.9
47,Sweet Home Alabama,53399006,35648740,28,18,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0256415,6.2
48,Road to Perdition,76546716,22079481,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0257044,7.7
49,S.W.A.T.,90790989,37062535,24,17,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0257076,6.0
50,Scary Movie 2,69911681,20503356,12,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,tt0257106,5.3
51,Panic Room,100682212,30056751,26,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0258000,6.8
52,The Bourne Identity,92372541,27118640,54,18,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0258463,7.9
53,Ghost Rider,112935797,45388836,76,13,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0259324,5.2
54,My Big Fat Greek Wedding,127305836,597362,27,18,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,tt0259446,6.5
55,Vanilla Sky,102769997,25015518,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,tt0259711,6.9
56,Catch Me If You Can,187498961,30053627,54,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0264464,8.1
57,Black Hawk Down,64350906,179823,18,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0265086,7.7
58,Kill Bill: Vol. 1,110800000,22200000,25,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0266697,8.1
59,Rush Hour 2,121161516,67408222,13,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0266915,6.6
60,Spy Game,80687000,21689125,23,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0266987,7.1
61,Scooby-Doo,122356539,54155312,27,18,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,tt0267913,5.1
62,Ice Age,206869731,46312454,65,18,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0268380,7.5
63,A Beautiful Mind,146048916,367151,23,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0268978,8.2
64,Johnny English,132383634,9134085,56,17,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,tt0274166,6.2
65,Lilo & Stitch,127349813,35260212,26,18,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,tt0275847,7.2
66,The Scorpion King,89583830,36075875,50,18,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0277296,5.5
67,Mr. Deeds,44976083,37162787,25,18,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0280590,5.8
68,Signs,180281283,60117080,25,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,tt0286106,6.7
69,Hulk,113107931,62128420,56,17,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0286716,5.6
70,Daredevil,76636200,40310419,42,17,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0287978,5.3
71,Red Dragon,116046400,36540945,52,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0289765,7.2
72,Meet the Fockers,243396776,46120980,62,16,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0290002,6.3
73,X2: X-Men United,192761855,85558731,63,17,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0290334,7.4
74,The Phantom of the Opera,103380072,4001890,48,16,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,tt0293508,7.2
75,Rush Hour 3,117971154,50237000,65,13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0293564,6.2
76,Austin Powers in Goldmember,83630912,73071188,52,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0295178,6.2
77,Harry Potter and the Chamber of Secrets,617120782,88357488,30,18,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,tt0295297,7.4
78,xXx,135339000,44506103,28,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0295701,5.9
79,The Ring,120220800,15015393,26,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,tt0298130,7.1
80,Shrek 2,487534523,108037878,62,16,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,tt0298148,7.2
81,8 Mile,126124177,51240555,53,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0298203,7.1
82,Home on the Range,95327601,13880771,32,16,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,tt0299172,5.4
83,Chicago,136089214,2074929,23,18,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0299658,7.1
84,Hero,123685538,17800000,47,18,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0299977,7.9
85,Harry Potter and the Prisoner of Azkaban,546204132,93687367,48,16,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,tt0304141,7.9
86,Mona Lisa Smile,77477047,11528498,25,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0304415,6.5
87,Anger Management,60100000,42220847,24,17,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0305224,6.3
88,Charlie's Angels: Full Throttle,158345677,37634221,27,17,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0305357,4.9
89,Bringing Down the House,32013002,31101026,26,17,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0305669,5.6
90,Scary Movie 3,110670000,49700000,26,17,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,tt0306047,5.5
91,Shark Tale,213721971,47604606,62,16,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0307453,6.0
92,Master and Commander: The Far Side of the World,117694615,25105990,62,17,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0311113,7.4
93,The League of Extraordinary Gentlemen,112800000,23075892,23,17,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt0311429,5.8
94,Two Weeks Notice,105688391,14328494,25,18,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt0313737,6.1
95,Love Actually,185239238,6886080,51,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0314331,7.6
96,Bruce Almighty,241763613,67953330,26,17,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,tt0315327,6.8
97,Spider-Man 2,415390628,88156227,72,16,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0316654,7.3
98,Bridget Jones: The Edge of Reason,224900703,8684055,60,16,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt0317198,6.0
99,Daddy Day Care,60136806,27623580,24,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,tt0317303,5.6
100,The Italian Job,69941570,19457944,58,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0317740,7.0
101,Mission: Impossible III,264449696,47743273,68,14,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0317919,6.9
102,The Day After Tomorrow,365898772,68743584,64,16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0319262,6.4
103,Elf,47044933,32100000,38,17,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,tt0319343,6.9
104,Kingdom of Heaven,170724214,19635996,65,15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0320661,7.2
105,2 Fast 2 Furious,109195760,50472480,56,17,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0322259,5.9
106,Freaky Friday,50616000,22203007,22,17,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,tt0322330,6.2
107,Lara Croft Tomb Raider: The Cradle of Life,94439026,21783641,55,17,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0325703,5.6
108,The Last Samurai,343500000,24271354,28,17,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt0325710,7.7
109,Pirates of the Caribbean: The Curse of the Black Pearl,348850097,46630690,28,17,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0325980,8.0
110,Mystic River,66460000,640815,25,17,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0327056,7.9
111,Over the Hedge,184776550,38457003,63,14,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0327084,6.7
112,American Wedding,128157821,33369440,50,17,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt0328828,6.3
113,Seabiscuit,28058591,20854735,29,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0329575,7.3
114,Harry Potter and the Goblet of Fire,605984224,102685961,45,15,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,tt0330373,7.7
115,Scooby-Doo 2: Monsters Unleashed,97000000,29438331,43,16,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,tt0331632,5.1
116,Troy,364031596,46865412,45,16,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt0332452,7.2
117,The Passion of the Christ,241271498,83848082,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0335345,7.2
118,Starsky & Hutch,82030996,28103367,41,16,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,tt0335438,6.1
119,Something's Gotta Give,140600000,16064723,28,17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0337741,6.7
120,Live Free or Die Hard,253626608,33369559,75,13,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0337978,7.1
121,The Haunted Mansion,106443000,24278410,26,17,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,tt0338094,5.0
122,Spy Kids 3-D: Game Over,85339696,32500000,25,17,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,tt0338459,4.3
123,Van Helsing,179980554,51748040,52,16,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt0338526,6.1
124,The Aviator,111109612,858021,46,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0338751,7.5
125,A Series of Unfortunate Events,92833686,30061756,61,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0339291,6.8
126,Along Came Polly,90214565,27721185,59,16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0343135,6.0
127,50 First Dates,77612860,39852237,68,16,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0343660,6.8
128,"I, Robot",208332875,52179887,63,16,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0343818,7.1
129,The SpongeBob SquarePants Movie,55649139,32018216,37,16,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,tt0345950,7.1
130,Alexander,133001001,13687087,52,16,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt0346491,5.6
131,Howl's Moving Castle,230636249,427987,28,16,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0347149,8.2
132,Superman Returns,191000000,52535096,49,14,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt0348150,6.0
133,Gothika,81896744,19288438,28,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,tt0348836,5.8
134,Cheaper by the Dozen,51924086,27557647,30,17,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,tt0349205,5.9
135,King Arthur,151685613,15193907,38,16,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0349683,6.3
136,Ocean's Twelve,237200000,39153380,50,16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,tt0349903,6.5
137,Madagascar,348468325,47224594,63,15,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt0351283,6.9
138,Garfield,127802828,21727611,65,16,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,tt0356634,5.0
139,Mr. & Mrs. Smith,300951367,50342878,69,15,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0356910,6.5
140,Robots,134311478,36045301,65,15,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,tt0358082,6.3
141,Shall We Dance,112238000,11600000,48,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0358135,6.1
142,Walk the Line,67278584,22347341,62,15,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,tt0358273,7.8
143,The Secret Life of Walter Mitty,129896484,12765508,53,7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,tt0359950,7.3
144,Constantine,154908550,29769098,46,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,tt0360486,7.0
145,King Kong,344283424,50130145,65,15,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,tt0360717,7.2
146,Fahrenheit 9/11,103252111,23920637,38,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0361596,7.5
147,Inglourious Basterds,200914970,38054676,61,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,tt0361748,8.3
148,Scary Movie 4,87552000,40222875,43,14,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,tt0362120,5.1
149,The Terminal,141227201,19053199,61,16,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0362227,7.4
150,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",453302158,65556312,41,15,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0363771,6.9
151,Dodgeball,54096491,30070196,59,16,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0364725,6.7
152,Happy Feet,186335791,41533432,46,14,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,tt0366548,6.4
153,Charlie and the Chocolate Factory,268509687,56178450,44,15,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,tt0367594,6.6
154,Indiana Jones and the Kingdom of the Crystal Skull,473552823,100137835,67,12,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0367882,6.1
155,The Village,142500000,50746142,37,17,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0368447,6.5
156,National Treasure,174503424,35142554,52,16,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,tt0368891,6.9
157,Collateral,119920992,24701458,61,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0369339,7.5
158,Four Christmases,43966681,31069826,56,12,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt0369436,5.7
159,Fun with Dick and Jane,94349162,14383515,71,15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0369441,6.2
160,Jurassic World,1018130819,208806270,66,5,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0369610,7.0
161,Monster-in-Law,72526026,24000000,54,15,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0369735,5.6
162,Alien vs. Predator,97144859,38291056,64,16,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,tt0370263,5.6
163,Chicken Little,179046172,40049778,38,15,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,0,tt0371606,5.7
164,Iron Man,266762121,98618668,69,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0371746,7.9
