,Title,Foreign_Gross,domestic_opening_gross,foreign_market_count,Years_Since_Release,Is_Adaptation,Is_Sequel,Sony Pictures Entertainment (SPE),Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Action,Adventure,Comedy,G,PG,PG-13,Is_Animation,Is_Family,Is_Horror,Is_Sci-Fi,Is_Fantasy,Is_Romance,imdb_title_id,weighted_average_vote
335,Harry Potter and the Deathly Hallows: Part 1,680617869,125017372,69,10,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,tt0926084,7.7
336,Taken,81836771,24717037,61,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0936501,7.8
337,The Last Airbender,187941694,40325019,60,10,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0938283,4.0
338,Tropic Thunder,85187498,25812796,65,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0942385,7.0
339,Salt,175191986,36011243,62,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0944835,6.4
340,Source Code,92620470,14812094,51,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0945513,7.5
341,Black Swan,222443368,1443809,56,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0947798,8.0
342,Green Zone,119657778,14309295,33,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt0947810,6.8
343,The Amazing Spider-Man,495900000,62004688,58,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt0948470,6.9
344,The Happening,98896925,30517109,74,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,tt0949731,5.0
345,Alvin and the Chipmunks,148025572,44307417,71,13,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt0952640,5.2
346,Robin Hood,216400011,36063385,59,10,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0955308,6.6
347,You Don't Mess with the Zohan,104294563,38531374,65,12,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt0960144,5.5
348,Bedtime Stories,102772889,27450296,60,12,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,tt0960731,6.0
349,High School Musical 3,162349761,42030184,61,12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,tt0962726,4.8
350,The Sorcerer's Apprentice,152132751,17619622,60,10,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,tt0963966,6.1
351,Hugo,111905653,11364505,48,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,tt0970179,7.5
352,The Day the Earth Stood Still,153726881,30480153,75,12,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,tt0970416,5.5
353,Little Fockers,162211985,30833665,57,10,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0970866,5.5
354,Justice League,428902692,93842239,43,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt0974015,6.3
355,The Chronicles of Narnia: The Voyage of the Dawn Treader,311299267,24005069,75,10,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt0980970,6.3
356,The Adventures of Tintin,296402120,9720993,61,9,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,tt0983193,7.3
357,Valkyrie,118467684,21027007,76,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt0985699,7.1
358,Sherlock Holmes,315000000,62304277,59,11,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt0988045,7.6
359,27 Dresses,85846697,23007725,68,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt0988595,6.1
360,The Green Hornet,129037206,33526876,76,9,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt0990407,5.8
361,The Wolf of Wall Street,275100000,18361578,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt0993846,8.2
362,Sex and the City,266118063,57038404,67,12,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,tt1000774,5.6
363,He's Just Not That Into You,84912505,27785487,60,11,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt1001508,6.4
364,Megamind,173469912,46016833,57,10,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,tt1001526,7.2
365,Slumdog Millionaire,237090185,360018,69,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,tt1010048,8.0
366,Fast & Furious,205300000,70950500,65,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1013752,6.6
367,Alice in Wonderland,691276693,116101023,60,10,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,tt1014759,6.4
368,Beverly Hills Chihuahua,54778086,29300465,51,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,tt1014775,3.8
369,Step Up 2: The Streets,92970599,18908826,46,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,tt1023481,6.2
370,Argo,96300000,19458109,51,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt1024648,7.7
371,Gemini Man,124922746,20552372,57,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1025100,5.7
372,The Descendants,94659025,1190096,51,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,tt1033575,7.3
373,What Happens in Vegas,139097916,20172474,73,12,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt1033643,6.1
374,The Book of Eli,62272696,32789494,51,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt1037705,6.9
375,The Proposal,153417000,33627598,61,11,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,tt1041829,6.7
376,Silver Linings Playbook,104319495,443003,47,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1045658,7.7
377,G.I. Joe: The Rise of Cobra,152267519,54713046,66,11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1046173,5.8
378,Up,442094938,68108790,62,11,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,tt1049413,8.2
379,Goosebumps,78180573,23618556,62,5,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,tt1051904,6.3
380,Transformers: Revenge of the Fallen,434191823,108966307,66,11,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1055369,6.0
381,Eagle Eye,77326640,29150721,67,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1059786,6.6
382,Cloverfield,92345747,40058229,65,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,tt1060277,7.0
383,A Christmas Carol,187430783,30051075,59,11,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,tt1067106,6.8
384,Yes Man,125550661,18262471,62,12,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,tt1068680,6.8
385,Skyfall,804200736,88364714,57,8,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1074638,7.7
386,Dark Shadows,165800000,29685274,53,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,tt1077368,6.2
387,Night at the Museum: Battle of the Smithsonian,235862449,54173286,65,11,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt1078912,6.0
388,Couples Retreat,62639895,34286740,56,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt1078940,5.5
389,Ice Age: Dawn of the Dinosaurs,690113112,41690382,65,11,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt1080016,6.9
390,Lone Survivor,29707311,90872,45,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt1091191,7.5
391,Twilight,214467942,69637740,57,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,tt1099212,5.2
392,TRON: Legacy,228000000,44026211,61,10,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,tt1104001,6.8
393,Paddington,206105718,18966676,56,6,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt1109624,7.2
394,The Taking of Pelham 123,84713814,23373102,79,11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt1111422,6.4
395,Paul Blart: Mall Cop,37012251,31832636,47,11,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,tt1114740,5.2
397,The Hangover,191988333,44979319,59,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,tt1119646,7.7
398,Shutter Island,166791261,41062440,59,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1130884,8.2
399,Green Lantern,103250000,53174303,55,9,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt1133985,5.5
400,District 9,95242715,37354308,61,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,tt1136608,7.9
401,The Ugly Truth,232767386,27605576,76,11,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1142988,6.4
402,The Final Destination,119689439,27408309,55,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,tt1144884,5.2
403,Public Enemies,117000000,25271675,60,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1152836,7.0
404,The Karate Kid,182534404,55665805,59,10,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,tt1155076,6.2
405,The Hobbit: The Desolation of Smaug,700000000,73645197,54,7,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,tt1170358,7.8
406,Paranormal Activity,85436990,77873,49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,tt1179904,6.3
407,2012,625105659,65237614,74,11,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1190080,5.8
408,Rango,122246996,38079323,61,9,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt1192628,7.2
409,Up in the Air,83019358,1181450,58,11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1193138,7.4
410,Step Up 3D,116891586,15812311,48,10,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,tt1193631,6.2
411,The Bourne Legacy,162940880,38142825,55,8,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1194173,6.7
412,Harry Potter and the Deathly Hallows: Part 2,960783523,169189427,60,9,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,tt1201607,8.1
413,The Muppets,76553000,29239026,44,9,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,tt1204342,7.1
414,Gran Torino,121862926,271720,58,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,tt1205489,8.1
415,The Lone Ranger,171200000,29210849,53,7,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1210819,6.4
416,Doctor Strange,445154156,85058311,52,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,tt1211837,7.5
417,Cars 2,368400000,66135507,73,9,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,tt1216475,6.1
418,Brave,301700000,66323594,54,8,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,tt1217209,7.1
419,Battle Los Angeles,128266925,35573187,75,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1217613,5.7
420,Limitless,82600000,18907302,49,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,tt1219289,7.4
421,Legend of the Guardians: The Owls of Ga'Hoole,84398077,16112211,56,10,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,tt1219342,6.9
422,Ghost in the Shell,129238364,18676033,57,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1219827,6.3
423,Resident Evil: Afterlife,240099518,26650264,58,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,tt1220634,5.8
424,Zookeeper,89491916,20065617,69,9,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,tt1222817,5.2
425,Iron Man 2,311500000,128122480,66,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1228705,7.0
426,Mission: Impossible - Ghost Protocol,485315477,12785204,53,9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1229238,7.4
427,Anchorman 2: The Legend Continues,46297224,26232425,19,7,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt1229340,6.3
428,It's Complicated,106368280,22100820,59,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1230414,6.5
429,Alvin and the Chipmunks: The Squeakquel,223525393,48875415,58,11,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt1231580,4.5
430,Due Date,111241781,32689406,58,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,tt1231583,6.5
431,21 Jump Street,63137661,36302612,48,8,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt1232829,7.2
432,RoboCop,184081958,21681430,55,6,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1234721,6.1
433,The Tourist,211149284,16472458,69,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,tt1243957,6.0
434,RED,108626225,21761408,56,10,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1245526,7.0
435,300: Rise of an Empire,231000000,45038460,53,6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,tt1253863,6.2
436,Immortals,143400000,32206425,49,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,tt1253864,6.0
437,The Twilight Saga: New Moon,413209228,142839137,58,11,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,tt1259571,4.7
438,Sex and the City 2,195397363,31001870,57,10,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,tt1261945,4.5
439,Hercules,172131248,29800263,54,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt1267297,6.0
440,Venom,642569645,80255756,75,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1270797,6.7
441,X-Men: First Class,206208385,55101604,63,9,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1270798,7.7
442,Looper,110020614,20801552,48,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,tt1276104,7.4
443,Madagascar 3: Europe's Most Wanted,530529792,60316738,55,8,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt1277953,6.8
444,Date Night,53552476,25207599,52,10,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,tt1279935,6.3
445,Bad Teacher,115904636,31603106,65,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1284575,5.6
446,The Social Network,127957621,22445653,73,10,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt1285016,7.7
447,Ghostbusters,100796935,46018755,66,4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt1289401,5.2
448,Teenage Mutant Ninja Turtles,293800000,65575105,55,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1291150,5.8
449,xXx: Return of Xander Cage,301219864,20130142,55,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1293847,5.2
450,Pirates of the Caribbean: On Stranger Tides,804642000,90151958,75,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,tt1298650,6.6
451,Iron Man 3,805797258,174144585,54,7,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1300854,7.2
452,Kung Fu Panda 2,500443218,47656302,65,9,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,tt1302011,7.2
453,Yogi Bear,103263363,16411322,55,10,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,tt1302067,4.6
454,Rise of the Planet of the Apes,305040688,54806191,64,9,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1318514,7.6
455,The Expendables,171401870,34825135,53,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt1320253,6.5
456,Gulliver's Travels,194603463,6307691,61,10,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,tt1320261,4.9
457,Despicable Me,291600000,56397125,60,10,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,tt1323594,7.6
458,The Twilight Saga: Breaking Dawn - Part 1,430918723,138122261,49,9,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,tt1324999,4.9
459,The Twilight Saga: Eclipse,397959596,64832191,57,10,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,tt1325004,5.0
460,Lee Daniels' The Butler,60681700,24637312,43,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt1327773,7.2
461,47 Ronin,113421364,9910310,48,7,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,tt1335975,6.3
462,Terminator Genisys,350842581,27018486,60,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,tt1340138,6.3
463,The Great Gatsby,208801476,50085185,55,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,tt1343092,7.2
464,The Dark Knight Rises,633001626,160887295,56,8,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,tt1345836,8.4
465,Jack the Giant Slayer,132500000,27202226,54,7,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,tt1351685,6.2
466,Passengers,203129453,14869736,60,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,tt1355644,7.0
467,Tomb Raider,216400000,23633317,42,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,tt1365519,6.3
468,Inception,544260772,62785337,62,10,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,tt1375666,8.8
469,Grown Ups,109456115,40506562,61,10,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,tt1375670,5.9
470,The Other Guys,51238944,35543162,54,10,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1386588,6.6
471,Suicide Squad,421746840,133682248,40,4,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt1386697,6.0
472,Total Recall,139589199,25577758,56,8,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1386703,6.3
473,The Hunger Games,286384032,152535747,52,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1392170,7.2
474,Mad Max: Fury Road,221166835,45428128,65,5,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,tt1392190,8.1
475,Mr. Popper's Penguins,119137302,18445355,64,9,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,tt1396218,6.0
476,It,372967570,123403419,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,tt1396484,7.3
477,Taken 2,236298168,49514769,53,8,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1397280,6.3
478,Journey 2: The Mysterious Island,231400000,27335363,53,8,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,tt1397514,5.8
479,Straight Outta Compton,40437206,60200180,40,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tt1398426,7.8
480,Transformers: Dark of the Moon,771403536,97852865,65,9,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1399103,6.2
481,Happy Feet Two,95190572,21237068,53,9,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,tt1402488,5.9
482,True Grit,81033922,24830443,61,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tt1403865,7.6
483,Star Trek Into Darkness,238586585,70165559,55,7,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1408101,7.7
484,Ride Along,19530702,41516170,19,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,tt1408253,6.2
485,Men in Black 3,445005922,54592779,57,8,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1409024,6.8
486,No Strings Attached,78565857,19652921,59,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1411238,6.2
487,The Hangover Part II,332300000,85946294,58,9,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,tt1411697,6.4
488,Hop,75868418,37543710,55,9,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt1411704,5.4
489,Hansel & Gretel: Witch Hunters,170646274,19690956,52,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,tt1428538,6.1
490,The Wolverine,282271394,53113752,55,7,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1430132,6.7
491,Arthur Christmas,100957003,12068931,54,9,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,tt1430607,7.1
492,Deadpool,419541446,132434639,65,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,tt1431045,8.0
493,Rio,340246709,39225962,69,9,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,tt1436562,6.9
494,Battleship,237602860,25534825,56,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1440129,5.8
495,Rise of the Guardians,203528912,23773465,53,8,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,tt1446192,7.3
496,Prometheus,276877385,51050101,55,8,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tt1446714,7.0
497,Monsters University,475066843,82429469,54,7,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,tt1453405,7.3
498,The Help,46931000,26044590,45,9,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,tt1454029,8.0
499,Gravity,449100000,55785112,56,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,tt1454468,7.7
500,The Conjuring,182101615,41855326,53,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,tt1457767,7.5
501,I Am Number Four,94778000,19449893,57,9,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,tt1464540,6.1
502,Baywatch,119796565,18503871,51,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,tt1469304,5.5
503,Bridget Jones's Baby,187700000,8571785,61,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1473832,6.5
504,This Is It,189092572,23234394,60,11,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,tt1477715,7.2
505,Aquaman,813424079,67873522,47,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,tt1477834,6.9
506,Bridesmaids,119276798,26247410,53,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,tt1478338,6.8
